umap_x,umap_y,filepath,class,plane,source
8.402969,-6.60302,brisc2025_preprocessed\glioma_co\brisc2025_train_00633_gl_co_t1.png,glioma,co,real
8.564789,-6.4481564,brisc2025_preprocessed\glioma_co\brisc2025_train_00634_gl_co_t1.png,glioma,co,real
8.574917,-6.427752,brisc2025_preprocessed\glioma_co\brisc2025_train_00635_gl_co_t1.png,glioma,co,real
8.915618,-6.002305,brisc2025_preprocessed\glioma_co\brisc2025_train_00636_gl_co_t1.png,glioma,co,real
9.886487,-3.304027,brisc2025_preprocessed\glioma_co\brisc2025_train_00637_gl_co_t1.png,glioma,co,real
9.599523,-2.9844353,brisc2025_preprocessed\glioma_co\brisc2025_train_00638_gl_co_t1.png,glioma,co,real
9.516794,-2.4254837,brisc2025_preprocessed\glioma_co\brisc2025_train_00639_gl_co_t1.png,glioma,co,real
9.825102,-2.1854827,brisc2025_preprocessed\glioma_co\brisc2025_train_00640_gl_co_t1.png,glioma,co,real
8.735355,-6.1729326,brisc2025_preprocessed\glioma_co\brisc2025_train_00641_gl_co_t1.png,glioma,co,real
8.5466385,-6.4309025,brisc2025_preprocessed\glioma_co\brisc2025_train_00642_gl_co_t1.png,glioma,co,real
8.417978,-6.5523367,brisc2025_preprocessed\glioma_co\brisc2025_train_00643_gl_co_t1.png,glioma,co,real
9.720479,-4.804423,brisc2025_preprocessed\glioma_co\brisc2025_train_00644_gl_co_t1.png,glioma,co,real
9.766677,-4.611757,brisc2025_preprocessed\glioma_co\brisc2025_train_00645_gl_co_t1.png,glioma,co,real
8.973264,-5.6751113,brisc2025_preprocessed\glioma_co\brisc2025_train_00646_gl_co_t1.png,glioma,co,real
9.07321,-5.468754,brisc2025_preprocessed\glioma_co\brisc2025_train_00647_gl_co_t1.png,glioma,co,real
9.16359,-5.379976,brisc2025_preprocessed\glioma_co\brisc2025_train_00648_gl_co_t1.png,glioma,co,real
9.132028,-5.400847,brisc2025_preprocessed\glioma_co\brisc2025_train_00649_gl_co_t1.png,glioma,co,real
9.37132,-4.569388,brisc2025_preprocessed\glioma_co\brisc2025_train_00650_gl_co_t1.png,glioma,co,real
8.286081,-6.7102184,brisc2025_preprocessed\glioma_co\brisc2025_train_00651_gl_co_t1.png,glioma,co,real
8.515666,-6.448043,brisc2025_preprocessed\glioma_co\brisc2025_train_00652_gl_co_t1.png,glioma,co,real
8.662551,-6.3261514,brisc2025_preprocessed\glioma_co\brisc2025_train_00653_gl_co_t1.png,glioma,co,real
8.707002,-6.260064,brisc2025_preprocessed\glioma_co\brisc2025_train_00654_gl_co_t1.png,glioma,co,real
9.019231,-5.956096,brisc2025_preprocessed\glioma_co\brisc2025_train_00655_gl_co_t1.png,glioma,co,real
9.338761,-5.423927,brisc2025_preprocessed\glioma_co\brisc2025_train_00656_gl_co_t1.png,glioma,co,real
9.499139,-5.443456,brisc2025_preprocessed\glioma_co\brisc2025_train_00657_gl_co_t1.png,glioma,co,real
9.513323,-4.335796,brisc2025_preprocessed\glioma_co\brisc2025_train_00658_gl_co_t1.png,glioma,co,real
9.584351,-4.659379,brisc2025_preprocessed\glioma_co\brisc2025_train_00659_gl_co_t1.png,glioma,co,real
9.389231,-4.8105636,brisc2025_preprocessed\glioma_co\brisc2025_train_00660_gl_co_t1.png,glioma,co,real
9.272895,-5.425569,brisc2025_preprocessed\glioma_co\brisc2025_train_00661_gl_co_t1.png,glioma,co,real
8.917093,-5.509486,brisc2025_preprocessed\glioma_co\brisc2025_train_00662_gl_co_t1.png,glioma,co,real
8.76808,-6.0917835,brisc2025_preprocessed\glioma_co\brisc2025_train_00663_gl_co_t1.png,glioma,co,real
8.350318,-6.559811,brisc2025_preprocessed\glioma_co\brisc2025_train_00664_gl_co_t1.png,glioma,co,real
8.6230755,-6.401402,brisc2025_preprocessed\glioma_co\brisc2025_train_00665_gl_co_t1.png,glioma,co,real
8.626448,-6.41034,brisc2025_preprocessed\glioma_co\brisc2025_train_00666_gl_co_t1.png,glioma,co,real
8.798766,-6.3132787,brisc2025_preprocessed\glioma_co\brisc2025_train_00667_gl_co_t1.png,glioma,co,real
9.813616,-5.417468,brisc2025_preprocessed\glioma_co\brisc2025_train_00668_gl_co_t1.png,glioma,co,real
9.622912,-5.388819,brisc2025_preprocessed\glioma_co\brisc2025_train_00669_gl_co_t1.png,glioma,co,real
9.807235,-4.8680587,brisc2025_preprocessed\glioma_co\brisc2025_train_00670_gl_co_t1.png,glioma,co,real
9.029158,-4.8773365,brisc2025_preprocessed\glioma_co\brisc2025_train_00671_gl_co_t1.png,glioma,co,real
8.959494,-4.8564425,brisc2025_preprocessed\glioma_co\brisc2025_train_00672_gl_co_t1.png,glioma,co,real
9.099303,-3.5624456,brisc2025_preprocessed\glioma_co\brisc2025_train_00673_gl_co_t1.png,glioma,co,real
9.155634,-3.491599,brisc2025_preprocessed\glioma_co\brisc2025_train_00674_gl_co_t1.png,glioma,co,real
9.1182785,-3.4894364,brisc2025_preprocessed\glioma_co\brisc2025_train_00675_gl_co_t1.png,glioma,co,real
9.388562,-3.3731587,brisc2025_preprocessed\glioma_co\brisc2025_train_00676_gl_co_t1.png,glioma,co,real
9.326614,-3.4193766,brisc2025_preprocessed\glioma_co\brisc2025_train_00677_gl_co_t1.png,glioma,co,real
8.924167,-5.742433,brisc2025_preprocessed\glioma_co\brisc2025_train_00678_gl_co_t1.png,glioma,co,real
8.715961,-6.073603,brisc2025_preprocessed\glioma_co\brisc2025_train_00679_gl_co_t1.png,glioma,co,real
8.653613,-6.1549015,brisc2025_preprocessed\glioma_co\brisc2025_train_00680_gl_co_t1.png,glioma,co,real
9.239467,-5.262576,brisc2025_preprocessed\glioma_co\brisc2025_train_00681_gl_co_t1.png,glioma,co,real
9.228502,-5.329021,brisc2025_preprocessed\glioma_co\brisc2025_train_00682_gl_co_t1.png,glioma,co,real
9.1725445,-5.338677,brisc2025_preprocessed\glioma_co\brisc2025_train_00683_gl_co_t1.png,glioma,co,real
9.123791,-5.4036627,brisc2025_preprocessed\glioma_co\brisc2025_train_00684_gl_co_t1.png,glioma,co,real
9.167066,-5.413947,brisc2025_preprocessed\glioma_co\brisc2025_train_00685_gl_co_t1.png,glioma,co,real
8.964967,-5.601388,brisc2025_preprocessed\glioma_co\brisc2025_train_00686_gl_co_t1.png,glioma,co,real
9.418814,-3.0263712,brisc2025_preprocessed\glioma_co\brisc2025_train_00687_gl_co_t1.png,glioma,co,real
9.602371,-3.1189523,brisc2025_preprocessed\glioma_co\brisc2025_train_00688_gl_co_t1.png,glioma,co,real
9.800648,-2.7019012,brisc2025_preprocessed\glioma_co\brisc2025_train_00689_gl_co_t1.png,glioma,co,real
9.938785,-2.6200552,brisc2025_preprocessed\glioma_co\brisc2025_train_00690_gl_co_t1.png,glioma,co,real
8.856053,-5.9902363,brisc2025_preprocessed\glioma_co\brisc2025_train_00691_gl_co_t1.png,glioma,co,real
8.672599,-6.262393,brisc2025_preprocessed\glioma_co\brisc2025_train_00692_gl_co_t1.png,glioma,co,real
8.648802,-6.2686663,brisc2025_preprocessed\glioma_co\brisc2025_train_00693_gl_co_t1.png,glioma,co,real
12.099169,-5.3073626,brisc2025_preprocessed\glioma_co\brisc2025_train_00694_gl_co_t1.png,glioma,co,real
9.104912,-5.5099726,brisc2025_preprocessed\glioma_co\brisc2025_train_00695_gl_co_t1.png,glioma,co,real
9.108295,-5.293568,brisc2025_preprocessed\glioma_co\brisc2025_train_00696_gl_co_t1.png,glioma,co,real
9.067554,-5.120997,brisc2025_preprocessed\glioma_co\brisc2025_train_00697_gl_co_t1.png,glioma,co,real
9.079008,-4.8635073,brisc2025_preprocessed\glioma_co\brisc2025_train_00698_gl_co_t1.png,glioma,co,real
9.278991,-4.5975213,brisc2025_preprocessed\glioma_co\brisc2025_train_00699_gl_co_t1.png,glioma,co,real
9.404158,-3.5878658,brisc2025_preprocessed\glioma_co\brisc2025_train_00700_gl_co_t1.png,glioma,co,real
9.552444,-3.6961913,brisc2025_preprocessed\glioma_co\brisc2025_train_00701_gl_co_t1.png,glioma,co,real
9.346005,-4.907377,brisc2025_preprocessed\glioma_co\brisc2025_train_00702_gl_co_t1.png,glioma,co,real
9.19844,-3.7755804,brisc2025_preprocessed\glioma_co\brisc2025_train_00703_gl_co_t1.png,glioma,co,real
9.3958845,-3.7120976,brisc2025_preprocessed\glioma_co\brisc2025_train_00704_gl_co_t1.png,glioma,co,real
9.561141,-2.8490422,brisc2025_preprocessed\glioma_co\brisc2025_train_00705_gl_co_t1.png,glioma,co,real
9.301016,-2.9249716,brisc2025_preprocessed\glioma_co\brisc2025_train_00706_gl_co_t1.png,glioma,co,real
9.247725,-5.4227753,brisc2025_preprocessed\glioma_co\brisc2025_train_00707_gl_co_t1.png,glioma,co,real
9.3431425,-5.2240343,brisc2025_preprocessed\glioma_co\brisc2025_train_00708_gl_co_t1.png,glioma,co,real
9.447876,-5.110443,brisc2025_preprocessed\glioma_co\brisc2025_train_00709_gl_co_t1.png,glioma,co,real
9.687025,-4.754315,brisc2025_preprocessed\glioma_co\brisc2025_train_00710_gl_co_t1.png,glioma,co,real
9.671229,-4.649494,brisc2025_preprocessed\glioma_co\brisc2025_train_00711_gl_co_t1.png,glioma,co,real
9.640147,-4.669051,brisc2025_preprocessed\glioma_co\brisc2025_train_00712_gl_co_t1.png,glioma,co,real
9.910064,-3.3707116,brisc2025_preprocessed\glioma_co\brisc2025_train_00713_gl_co_t1.png,glioma,co,real
9.533012,-4.9701605,brisc2025_preprocessed\glioma_co\brisc2025_train_00714_gl_co_t1.png,glioma,co,real
9.337778,-5.2690687,brisc2025_preprocessed\glioma_co\brisc2025_train_00715_gl_co_t1.png,glioma,co,real
9.238943,-5.3555255,brisc2025_preprocessed\glioma_co\brisc2025_train_00716_gl_co_t1.png,glioma,co,real
9.018915,-5.759204,brisc2025_preprocessed\glioma_co\brisc2025_train_00717_gl_co_t1.png,glioma,co,real
8.815953,-5.9194684,brisc2025_preprocessed\glioma_co\brisc2025_train_00718_gl_co_t1.png,glioma,co,real
8.765657,-6.0762978,brisc2025_preprocessed\glioma_co\brisc2025_train_00719_gl_co_t1.png,glioma,co,real
8.6705,-6.278849,brisc2025_preprocessed\glioma_co\brisc2025_train_00720_gl_co_t1.png,glioma,co,real
9.398592,-3.0511358,brisc2025_preprocessed\glioma_co\brisc2025_train_00721_gl_co_t1.png,glioma,co,real
9.454265,-2.8120704,brisc2025_preprocessed\glioma_co\brisc2025_train_00722_gl_co_t1.png,glioma,co,real
9.582068,-2.1855364,brisc2025_preprocessed\glioma_co\brisc2025_train_00723_gl_co_t1.png,glioma,co,real
9.847261,-2.08125,brisc2025_preprocessed\glioma_co\brisc2025_train_00724_gl_co_t1.png,glioma,co,real
9.8944,-2.1320605,brisc2025_preprocessed\glioma_co\brisc2025_train_00725_gl_co_t1.png,glioma,co,real
9.949981,-2.030363,brisc2025_preprocessed\glioma_co\brisc2025_train_00726_gl_co_t1.png,glioma,co,real
9.226672,-5.4314194,brisc2025_preprocessed\glioma_co\brisc2025_train_00727_gl_co_t1.png,glioma,co,real
9.366934,-5.231554,brisc2025_preprocessed\glioma_co\brisc2025_train_00728_gl_co_t1.png,glioma,co,real
9.470561,-2.5257204,brisc2025_preprocessed\glioma_co\brisc2025_train_00729_gl_co_t1.png,glioma,co,real
9.721217,-5.065075,brisc2025_preprocessed\glioma_co\brisc2025_train_00730_gl_co_t1.png,glioma,co,real
9.753254,-5.2114344,brisc2025_preprocessed\glioma_co\brisc2025_train_00731_gl_co_t1.png,glioma,co,real
10.041001,-4.319473,brisc2025_preprocessed\glioma_co\brisc2025_train_00732_gl_co_t1.png,glioma,co,real
10.153909,-4.0557265,brisc2025_preprocessed\glioma_co\brisc2025_train_00733_gl_co_t1.png,glioma,co,real
9.577547,-3.9893155,brisc2025_preprocessed\glioma_co\brisc2025_train_00734_gl_co_t1.png,glioma,co,real
9.935881,-3.545722,brisc2025_preprocessed\glioma_co\brisc2025_train_00735_gl_co_t1.png,glioma,co,real
10.207008,-3.2258697,brisc2025_preprocessed\glioma_co\brisc2025_train_00736_gl_co_t1.png,glioma,co,real
9.450111,-2.6528866,brisc2025_preprocessed\glioma_co\brisc2025_train_00737_gl_co_t1.png,glioma,co,real
9.488163,-4.364228,brisc2025_preprocessed\glioma_co\brisc2025_train_00738_gl_co_t1.png,glioma,co,real
9.474402,-4.549661,brisc2025_preprocessed\glioma_co\brisc2025_train_00739_gl_co_t1.png,glioma,co,real
9.441019,-4.658568,brisc2025_preprocessed\glioma_co\brisc2025_train_00740_gl_co_t1.png,glioma,co,real
11.683173,-5.0754023,brisc2025_preprocessed\glioma_co\brisc2025_train_00741_gl_co_t1.png,glioma,co,real
9.62275,-4.388237,brisc2025_preprocessed\glioma_co\brisc2025_train_00742_gl_co_t1.png,glioma,co,real
9.431064,-2.3360665,brisc2025_preprocessed\glioma_co\brisc2025_train_00743_gl_co_t1.png,glioma,co,real
9.5093155,-2.2836514,brisc2025_preprocessed\glioma_co\brisc2025_train_00744_gl_co_t1.png,glioma,co,real
9.678211,-3.755756,brisc2025_preprocessed\glioma_co\brisc2025_train_00745_gl_co_t1.png,glioma,co,real
9.707764,-3.7051783,brisc2025_preprocessed\glioma_co\brisc2025_train_00746_gl_co_t1.png,glioma,co,real
9.66589,-3.6091406,brisc2025_preprocessed\glioma_co\brisc2025_train_00747_gl_co_t1.png,glioma,co,real
9.393648,-3.0320816,brisc2025_preprocessed\glioma_co\brisc2025_train_00748_gl_co_t1.png,glioma,co,real
9.408504,-2.8623524,brisc2025_preprocessed\glioma_co\brisc2025_train_00749_gl_co_t1.png,glioma,co,real
9.452804,-2.1360335,brisc2025_preprocessed\glioma_co\brisc2025_train_00750_gl_co_t1.png,glioma,co,real
9.409353,-2.117541,brisc2025_preprocessed\glioma_co\brisc2025_train_00751_gl_co_t1.png,glioma,co,real
9.426709,-2.0086026,brisc2025_preprocessed\glioma_co\brisc2025_train_00752_gl_co_t1.png,glioma,co,real
9.210134,-1.0725505,brisc2025_preprocessed\glioma_co\brisc2025_train_00753_gl_co_t1.png,glioma,co,real
9.25722,-1.0720987,brisc2025_preprocessed\glioma_co\brisc2025_train_00754_gl_co_t1.png,glioma,co,real
8.894823,-3.369121,brisc2025_preprocessed\glioma_co\brisc2025_train_00755_gl_co_t1.png,glioma,co,real
11.03191,-3.3820467,brisc2025_preprocessed\glioma_co\brisc2025_train_00756_gl_co_t1.png,glioma,co,real
9.879869,-2.926536,brisc2025_preprocessed\glioma_co\brisc2025_train_00757_gl_co_t1.png,glioma,co,real
9.660096,-2.8427591,brisc2025_preprocessed\glioma_co\brisc2025_train_00758_gl_co_t1.png,glioma,co,real
9.786632,-2.8478866,brisc2025_preprocessed\glioma_co\brisc2025_train_00759_gl_co_t1.png,glioma,co,real
8.903054,4.978258,brisc2025_preprocessed\glioma_co\brisc2025_train_00760_gl_co_t1.png,glioma,co,real
9.525434,-1.2587503,brisc2025_preprocessed\glioma_co\brisc2025_train_00761_gl_co_t1.png,glioma,co,real
9.205735,-3.1777973,brisc2025_preprocessed\glioma_co\brisc2025_train_00762_gl_co_t1.png,glioma,co,real
9.272107,-2.894753,brisc2025_preprocessed\glioma_co\brisc2025_train_00763_gl_co_t1.png,glioma,co,real
9.349839,-2.30185,brisc2025_preprocessed\glioma_co\brisc2025_train_00764_gl_co_t1.png,glioma,co,real
9.381907,-2.2346401,brisc2025_preprocessed\glioma_co\brisc2025_train_00765_gl_co_t1.png,glioma,co,real
9.425764,-2.5302083,brisc2025_preprocessed\glioma_co\brisc2025_train_00766_gl_co_t1.png,glioma,co,real
9.294516,-2.8715293,brisc2025_preprocessed\glioma_co\brisc2025_train_00767_gl_co_t1.png,glioma,co,real
9.116,-3.1041873,brisc2025_preprocessed\glioma_co\brisc2025_train_00768_gl_co_t1.png,glioma,co,real
8.915791,-3.3561969,brisc2025_preprocessed\glioma_co\brisc2025_train_00769_gl_co_t1.png,glioma,co,real
8.920984,-3.325929,brisc2025_preprocessed\glioma_co\brisc2025_train_00770_gl_co_t1.png,glioma,co,real
8.884395,-3.420653,brisc2025_preprocessed\glioma_co\brisc2025_train_00771_gl_co_t1.png,glioma,co,real
9.420436,-4.2195754,brisc2025_preprocessed\glioma_co\brisc2025_train_00772_gl_co_t1.png,glioma,co,real
9.485238,-3.4307058,brisc2025_preprocessed\glioma_co\brisc2025_train_00773_gl_co_t1.png,glioma,co,real
9.707583,-3.19002,brisc2025_preprocessed\glioma_co\brisc2025_train_00774_gl_co_t1.png,glioma,co,real
9.64199,-3.0972538,brisc2025_preprocessed\glioma_co\brisc2025_train_00775_gl_co_t1.png,glioma,co,real
9.499528,-3.0833929,brisc2025_preprocessed\glioma_co\brisc2025_train_00776_gl_co_t1.png,glioma,co,real
9.268927,-2.9681363,brisc2025_preprocessed\glioma_co\brisc2025_train_00777_gl_co_t1.png,glioma,co,real
9.475646,-2.3643258,brisc2025_preprocessed\glioma_co\brisc2025_train_00778_gl_co_t1.png,glioma,co,real
9.4665,-2.3783195,brisc2025_preprocessed\glioma_co\brisc2025_train_00779_gl_co_t1.png,glioma,co,real
9.956175,-5.540249,brisc2025_preprocessed\glioma_co\brisc2025_train_00780_gl_co_t1.png,glioma,co,real
9.89551,-5.219473,brisc2025_preprocessed\glioma_co\brisc2025_train_00781_gl_co_t1.png,glioma,co,real
10.663219,-4.7353067,brisc2025_preprocessed\glioma_co\brisc2025_train_00782_gl_co_t1.png,glioma,co,real
11.949891,-4.7000947,brisc2025_preprocessed\glioma_co\brisc2025_train_00783_gl_co_t1.png,glioma,co,real
9.479041,-2.689118,brisc2025_preprocessed\glioma_co\brisc2025_train_00784_gl_co_t1.png,glioma,co,real
9.645379,-2.0352254,brisc2025_preprocessed\glioma_co\brisc2025_train_00785_gl_co_t1.png,glioma,co,real
9.751711,-1.6561174,brisc2025_preprocessed\glioma_co\brisc2025_train_00786_gl_co_t1.png,glioma,co,real
2.2885644,1.1669333,brisc2025_preprocessed\glioma_co\brisc2025_train_00787_gl_co_t1.png,glioma,co,real
2.739478,0.76300997,brisc2025_preprocessed\glioma_co\brisc2025_train_00788_gl_co_t1.png,glioma,co,real
10.113914,-2.9821854,brisc2025_preprocessed\glioma_co\brisc2025_train_00789_gl_co_t1.png,glioma,co,real
9.872124,-2.8311937,brisc2025_preprocessed\glioma_co\brisc2025_train_00790_gl_co_t1.png,glioma,co,real
9.812768,-4.708837,brisc2025_preprocessed\glioma_co\brisc2025_train_00791_gl_co_t1.png,glioma,co,real
10.218691,-4.1625595,brisc2025_preprocessed\glioma_co\brisc2025_train_00792_gl_co_t1.png,glioma,co,real
10.346246,-4.188882,brisc2025_preprocessed\glioma_co\brisc2025_train_00793_gl_co_t1.png,glioma,co,real
10.293632,-4.2059517,brisc2025_preprocessed\glioma_co\brisc2025_train_00794_gl_co_t1.png,glioma,co,real
9.68141,-2.8275156,brisc2025_preprocessed\glioma_co\brisc2025_train_00795_gl_co_t1.png,glioma,co,real
9.702012,-2.6182678,brisc2025_preprocessed\glioma_co\brisc2025_train_00796_gl_co_t1.png,glioma,co,real
10.941227,-5.126614,brisc2025_preprocessed\glioma_co\brisc2025_train_00797_gl_co_t1.png,glioma,co,real
11.104304,-4.9966307,brisc2025_preprocessed\glioma_co\brisc2025_train_00798_gl_co_t1.png,glioma,co,real
10.970315,-4.227384,brisc2025_preprocessed\glioma_co\brisc2025_train_00799_gl_co_t1.png,glioma,co,real
10.290852,-3.3264883,brisc2025_preprocessed\glioma_co\brisc2025_train_00800_gl_co_t1.png,glioma,co,real
8.888754,-6.3515453,brisc2025_preprocessed\glioma_co\brisc2025_train_00801_gl_co_t1.png,glioma,co,real
9.041975,-6.174935,brisc2025_preprocessed\glioma_co\brisc2025_train_00802_gl_co_t1.png,glioma,co,real
9.256024,-5.302367,brisc2025_preprocessed\glioma_co\brisc2025_train_00803_gl_co_t1.png,glioma,co,real
9.881878,-5.146596,brisc2025_preprocessed\glioma_co\brisc2025_train_00804_gl_co_t1.png,glioma,co,real
9.833765,-4.72487,brisc2025_preprocessed\glioma_co\brisc2025_train_00805_gl_co_t1.png,glioma,co,real
10.3825035,-4.1812377,brisc2025_preprocessed\glioma_co\brisc2025_train_00806_gl_co_t1.png,glioma,co,real
10.175686,-3.9512897,brisc2025_preprocessed\glioma_co\brisc2025_train_00807_gl_co_t1.png,glioma,co,real
10.267645,-3.7528753,brisc2025_preprocessed\glioma_co\brisc2025_train_00808_gl_co_t1.png,glioma,co,real
9.307431,-5.31266,brisc2025_preprocessed\glioma_co\brisc2025_train_00809_gl_co_t1.png,glioma,co,real
9.407461,-5.2435975,brisc2025_preprocessed\glioma_co\brisc2025_train_00810_gl_co_t1.png,glioma,co,real
9.770662,-5.0744915,brisc2025_preprocessed\glioma_co\brisc2025_train_00811_gl_co_t1.png,glioma,co,real
9.979316,-4.8298674,brisc2025_preprocessed\glioma_co\brisc2025_train_00812_gl_co_t1.png,glioma,co,real
10.585958,-3.2321062,brisc2025_preprocessed\glioma_co\brisc2025_train_00813_gl_co_t1.png,glioma,co,real
10.076715,-3.9097073,brisc2025_preprocessed\glioma_co\brisc2025_train_00814_gl_co_t1.png,glioma,co,real
10.262363,-3.7114248,brisc2025_preprocessed\glioma_co\brisc2025_train_00815_gl_co_t1.png,glioma,co,real
10.339464,-3.1507018,brisc2025_preprocessed\glioma_co\brisc2025_train_00816_gl_co_t1.png,glioma,co,real
10.1563835,-2.875162,brisc2025_preprocessed\glioma_co\brisc2025_train_00817_gl_co_t1.png,glioma,co,real
11.895332,-4.4614935,brisc2025_preprocessed\glioma_co\brisc2025_train_00818_gl_co_t1.png,glioma,co,real
10.8286705,-4.0150523,brisc2025_preprocessed\glioma_co\brisc2025_train_00819_gl_co_t1.png,glioma,co,real
11.304797,-5.1353955,brisc2025_preprocessed\glioma_co\brisc2025_train_00820_gl_co_t1.png,glioma,co,real
11.9698305,-4.673047,brisc2025_preprocessed\glioma_co\brisc2025_train_00821_gl_co_t1.png,glioma,co,real
9.572023,-5.808168,brisc2025_preprocessed\glioma_co\brisc2025_train_00822_gl_co_t1.png,glioma,co,real
9.917598,-5.399266,brisc2025_preprocessed\glioma_co\brisc2025_train_00823_gl_co_t1.png,glioma,co,real
9.894577,-5.3510046,brisc2025_preprocessed\glioma_co\brisc2025_train_00824_gl_co_t1.png,glioma,co,real
9.512937,-4.5190372,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00001_gl_co_t1.png,glioma,co,synthetic
9.234038,-3.5019407,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00002_gl_co_t1.png,glioma,co,synthetic
9.384004,-2.892653,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00003_gl_co_t1.png,glioma,co,synthetic
9.946787,-4.2499046,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00004_gl_co_t1.png,glioma,co,synthetic
8.650706,-6.2554116,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00005_gl_co_t1.png,glioma,co,synthetic
9.836641,-4.3432364,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00006_gl_co_t1.png,glioma,co,synthetic
10.0205,-4.1771593,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00007_gl_co_t1.png,glioma,co,synthetic
9.483232,-2.917577,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00008_gl_co_t1.png,glioma,co,synthetic
9.45065,-3.9177592,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00009_gl_co_t1.png,glioma,co,synthetic
10.702046,6.111051,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00010_gl_co_t1.png,glioma,co,synthetic
9.784965,-4.842572,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00011_gl_co_t1.png,glioma,co,synthetic
8.648508,-6.2086535,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00012_gl_co_t1.png,glioma,co,synthetic
9.366054,-2.2973297,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00013_gl_co_t1.png,glioma,co,synthetic
9.819734,-4.1826777,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00014_gl_co_t1.png,glioma,co,synthetic
9.2741785,-3.5110042,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00015_gl_co_t1.png,glioma,co,synthetic
9.422925,-3.0757763,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00016_gl_co_t1.png,glioma,co,synthetic
8.663889,-6.3265038,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00017_gl_co_t1.png,glioma,co,synthetic
8.966784,-5.581931,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00018_gl_co_t1.png,glioma,co,synthetic
9.465819,-5.2593975,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00019_gl_co_t1.png,glioma,co,synthetic
9.2656975,-2.8530369,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00020_gl_co_t1.png,glioma,co,synthetic
9.577337,-4.416572,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00021_gl_co_t1.png,glioma,co,synthetic
9.106187,-5.346988,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00022_gl_co_t1.png,glioma,co,synthetic
9.349006,-4.463116,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00023_gl_co_t1.png,glioma,co,synthetic
9.548069,-5.1907344,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00024_gl_co_t1.png,glioma,co,synthetic
9.555429,-3.5862696,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00025_gl_co_t1.png,glioma,co,synthetic
9.536283,-3.8207521,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00026_gl_co_t1.png,glioma,co,synthetic
9.42156,-2.7222838,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00027_gl_co_t1.png,glioma,co,synthetic
9.556593,-5.122018,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00028_gl_co_t1.png,glioma,co,synthetic
9.618477,-2.5493906,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00029_gl_co_t1.png,glioma,co,synthetic
8.632134,-6.275594,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00030_gl_co_t1.png,glioma,co,synthetic
9.840141,-4.301857,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00031_gl_co_t1.png,glioma,co,synthetic
10.125072,-3.0181725,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00032_gl_co_t1.png,glioma,co,synthetic
9.190519,-3.5267475,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00033_gl_co_t1.png,glioma,co,synthetic
9.526488,-4.849077,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00034_gl_co_t1.png,glioma,co,synthetic
8.9173,-5.1437497,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00035_gl_co_t1.png,glioma,co,synthetic
10.08976,-3.9723248,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00036_gl_co_t1.png,glioma,co,synthetic
9.282006,-1.5290891,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00037_gl_co_t1.png,glioma,co,synthetic
8.72826,-6.3556604,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00038_gl_co_t1.png,glioma,co,synthetic
9.249506,-4.6373224,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00039_gl_co_t1.png,glioma,co,synthetic
10.039949,-4.165991,stylegan3_results\glioma_co\synthetic_v2\brisc2025_synth_00040_gl_co_t1.png,glioma,co,synthetic
